measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,332,Meningitis,3,Rate,1990,232.80983834757248,332.1093854409485,156.32783151428436
1,Deaths,185,Rwanda,3,Both,5,1 to 4,332,Meningitis,1,Number,1990,1015.1864277587628,1500.4712066326567,614.7937748451577
1,Deaths,185,Rwanda,3,Both,5,1 to 4,332,Meningitis,3,Rate,1990,94.24702875377903,139.29949129435153,57.07571042236663
1,Deaths,185,Rwanda,3,Both,22,All Ages,332,Meningitis,1,Number,1990,2821.778787803475,3473.291339339795,2171.080462558292
1,Deaths,185,Rwanda,3,Both,22,All Ages,332,Meningitis,3,Rate,1990,38.83071912710534,47.796234427538835,29.876408458499807
1,Deaths,185,Rwanda,3,Both,1,Under 5,338,Diphtheria,1,Number,1990,7.830500486205057,18.666922181481276,1.708667018247416
1,Deaths,185,Rwanda,3,Both,1,Under 5,338,Diphtheria,3,Rate,1990,0.5666227901092756,1.350757023495147,0.1236408419810031
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,338,Diphtheria,1,Number,1990,1.2714561103428625,3.528227534655463,0.17889515627766187
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,338,Diphtheria,3,Rate,1990,0.4537975657325862,1.2592656982438675,0.06384977489963223
1,Deaths,185,Rwanda,3,Both,5,1 to 4,338,Diphtheria,1,Number,1990,6.55904437586219,16.94561451290249,0.7978282905895472
1,Deaths,185,Rwanda,3,Both,5,1 to 4,338,Diphtheria,3,Rate,1990,0.608923077561172,1.5731827914345284,0.07406811575463602
1,Deaths,185,Rwanda,3,Both,22,All Ages,338,Diphtheria,1,Number,1990,9.372780555682937,20.668073221976083,3.049582992415317
1,Deaths,185,Rwanda,3,Both,22,All Ages,338,Diphtheria,3,Rate,1990,0.12897956805502292,0.2844149759895693,0.04196555064667386
1,Deaths,185,Rwanda,3,Both,1,Under 5,339,Whooping cough,1,Number,1990,482.5634507450888,1562.8045895255607,35.965946978489725
1,Deaths,185,Rwanda,3,Both,1,Under 5,339,Whooping cough,3,Rate,1990,34.91877043461581,113.08609181144556,2.6025316340604143
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,339,Whooping cough,1,Number,1990,235.47933668706204,770.5159033411333,17.59834548478485
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,339,Whooping cough,3,Rate,1990,84.04533109687686,275.00614331088667,6.281055458346017
1,Deaths,185,Rwanda,3,Both,5,1 to 4,339,Whooping cough,1,Number,1990,247.0841140580267,812.4241960731111,18.011588397662173
1,Deaths,185,Rwanda,3,Both,5,1 to 4,339,Whooping cough,3,Rate,1990,22.938588386804668,75.42315822386392,1.672144783656509
1,Deaths,185,Rwanda,3,Both,22,All Ages,339,Whooping cough,1,Number,1990,511.62086385294776,1661.268854475772,38.14723871755067
1,Deaths,185,Rwanda,3,Both,22,All Ages,339,Whooping cough,3,Rate,1990,7.040454818680306,22.86085095032245,0.5249471427449879
1,Deaths,185,Rwanda,3,Both,1,Under 5,340,Tetanus,1,Number,1990,481.50260428343483,919.0531132588029,204.94147801867618
1,Deaths,185,Rwanda,3,Both,1,Under 5,340,Tetanus,3,Rate,1990,34.84200653133291,66.50359580600656,14.829768836441154
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,340,Tetanus,1,Number,1990,157.9621925657995,354.8997580798172,50.55994019450729
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,340,Tetanus,3,Rate,1990,2521.1669674506848,5664.403185935513,806.9655721040712
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,340,Tetanus,1,Number,1990,234.193229182827,536.635091691866,75.16650655579913
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,340,Tetanus,3,Rate,1990,1275.6724745115932,2923.101652925661,409.4390079209842
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,340,Tetanus,1,Number,1990,53.269578875086445,174.97258999947593,12.025302769589777
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,340,Tetanus,3,Rate,1990,19.012536118604647,62.44976508884489,4.291971291534101
1,Deaths,185,Rwanda,3,Both,5,1 to 4,340,Tetanus,1,Number,1990,36.07760365972151,115.86250487204525,7.088126383153242
1,Deaths,185,Rwanda,3,Both,5,1 to 4,340,Tetanus,3,Rate,1990,3.349342403042062,10.756346351347549,0.6580415505734164
1,Deaths,185,Rwanda,3,Both,22,All Ages,340,Tetanus,1,Number,1990,722.6490975414833,1335.226019539165,281.1380576500392
1,Deaths,185,Rwanda,3,Both,22,All Ages,340,Tetanus,3,Rate,1990,9.944430887132981,18.374149936922418,3.8687628526141356
1,Deaths,185,Rwanda,3,Both,1,Under 5,341,Measles,1,Number,1990,2273.642028839257,5292.2717077274965,750.8804094547705
1,Deaths,185,Rwanda,3,Both,1,Under 5,341,Measles,3,Rate,1990,164.52299471281583,382.9540354836532,54.3344519795635
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,341,Measles,1,Number,1990,653.280631312039,1538.9871327281494,207.855882004591
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,341,Measles,3,Rate,1990,233.16350271006021,549.2825185585682,74.18619684123239
1,Deaths,185,Rwanda,3,Both,5,1 to 4,341,Measles,1,Number,1990,1620.3613975272222,3785.6303789490216,539.1316082408403
1,Deaths,185,Rwanda,3,Both,5,1 to 4,341,Measles,3,Rate,1990,150.42975659299412,351.44718784673336,50.051449462462585
1,Deaths,185,Rwanda,3,Both,22,All Ages,341,Measles,1,Number,1990,2575.1896752035727,5946.458721700799,844.4655078906795
1,Deaths,185,Rwanda,3,Both,22,All Ages,341,Measles,3,Rate,1990,35.437387015971794,81.82968467313158,11.620756060384396
1,Deaths,185,Rwanda,3,Both,1,Under 5,294,All causes,1,Number,1990,51918.90760120615,55110.430739774434,48533.18917527051
1,Deaths,185,Rwanda,3,Both,1,Under 5,294,All causes,3,Rate,1990,3756.903704462741,3987.845487642466,3511.9097574720363
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,294,All causes,1,Number,1990,9376.44218307564,10404.022998391727,8386.04924225473
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,294,All causes,3,Rate,1990,149653.38173774947,166054.15945474515,133846.1437738049
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,294,All causes,1,Number,1990,4318.457278766785,4773.5172751057935,3863.7798172681237
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,294,All causes,3,Rate,1990,23523.0416442842,26001.796105318765,21046.370886386914
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,294,All causes,1,Number,1990,15512.010392536113,17086.354242636597,14043.896474862033
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,294,All causes,3,Rate,1990,5536.418047378185,6098.319792149385,5012.431008707237
1,Deaths,185,Rwanda,3,Both,5,1 to 4,294,All causes,1,Number,1990,22711.997746827594,24191.50298413075,21150.863431555095
1,Deaths,185,Rwanda,3,Both,5,1 to 4,294,All causes,3,Rate,1990,2108.5174566672595,2245.8705268312465,1963.5861744151662
1,Deaths,185,Rwanda,3,Both,22,All Ages,294,All causes,1,Number,1990,112738.7038208166,117940.34576302966,107707.29895871376
1,Deaths,185,Rwanda,3,Both,22,All Ages,294,All causes,3,Rate,1990,1551.4061420199964,1622.9863445967808,1482.1685852492367
1,Deaths,185,Rwanda,3,Both,1,Under 5,297,Tuberculosis,1,Number,1990,1300.154587582633,1683.8657759517307,989.3685948898145
1,Deaths,185,Rwanda,3,Both,1,Under 5,297,Tuberculosis,3,Rate,1990,94.08047688487875,121.84619946325925,71.59169387327968
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,297,Tuberculosis,1,Number,1990,430.21072696102476,562.8964594038043,323.6413371966371
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,297,Tuberculosis,3,Rate,1990,153.54724324248554,200.90433398291347,115.51138084559507
1,Deaths,185,Rwanda,3,Both,5,1 to 4,297,Tuberculosis,1,Number,1990,869.9438606216102,1174.1713985622227,638.4414928576465
1,Deaths,185,Rwanda,3,Both,5,1 to 4,297,Tuberculosis,3,Rate,1990,80.7631207473762,109.00674254133676,59.2710974946748
1,Deaths,185,Rwanda,3,Both,22,All Ages,297,Tuberculosis,1,Number,1990,11841.309341284124,14151.799118702109,9364.89560082042
1,Deaths,185,Rwanda,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1990,162.94918620693716,194.744017176945,128.8710625729776
1,Deaths,185,Rwanda,3,Both,1,Under 5,298,HIV/AIDS,1,Number,1990,370.88734440289977,834.3935155774999,122.83240619
1,Deaths,185,Rwanda,3,Both,1,Under 5,298,HIV/AIDS,3,Rate,1990,26.83777649615328,60.37754325901837,8.88827487257384
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,298,HIV/AIDS,1,Number,1990,202.00189461910014,452.88682006499994,67.78442484749999
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,298,HIV/AIDS,3,Rate,1990,72.09684023367424,161.64060625140155,24.193054514547185
1,Deaths,185,Rwanda,3,Both,5,1 to 4,298,HIV/AIDS,1,Number,1990,168.88544978380014,379.7568472174999,56.000883065000004
1,Deaths,185,Rwanda,3,Both,5,1 to 4,298,HIV/AIDS,3,Rate,1990,15.678846177060048,35.25554865638645,5.198963158043973
1,Deaths,185,Rwanda,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1990,1584.5089850526251,3137.3564779993985,934.8580156901177
1,Deaths,185,Rwanda,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1990,21.80455236919812,43.17340846325898,12.864654447007013
1,Deaths,185,Rwanda,3,Both,1,Under 5,302,Diarrheal diseases,1,Number,1990,11718.265328111129,15916.889161988493,8258.98178163152
1,Deaths,185,Rwanda,3,Both,1,Under 5,302,Diarrheal diseases,3,Rate,1990,847.945314243001,1151.7619036885953,597.6281220867011
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,1990,226.35007777632256,355.0951744999827,124.58247913472155
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,302,Diarrheal diseases,3,Rate,1990,3612.676741821266,5667.52214380395,1988.4076437261251
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,1990,653.2114797392235,1046.8570376787318,371.71256677626855
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,302,Diarrheal diseases,3,Rate,1990,3558.104167425781,5702.328425015938,2024.7531985493897
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,1990,4887.752519275404,6777.586255790444,3234.8459223663035
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,302,Diarrheal diseases,3,Rate,1990,1744.4960758829343,2418.999853318538,1154.5543673497004
1,Deaths,185,Rwanda,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,1990,5950.951251320175,8755.003250877837,3760.6399164315385
1,Deaths,185,Rwanda,3,Both,5,1 to 4,302,Diarrheal diseases,3,Rate,1990,552.4694365090418,812.7896714956753,349.1271441827777
1,Deaths,185,Rwanda,3,Both,22,All Ages,302,Diarrheal diseases,1,Number,1990,14650.842501433082,19303.555792436553,10944.10909434962
1,Deaths,185,Rwanda,3,Both,22,All Ages,302,Diarrheal diseases,3,Rate,1990,201.61139229182825,265.6377446631782,150.60274326815403
1,Deaths,185,Rwanda,3,Both,1,Under 5,345,Malaria,1,Number,1990,3820.8852919110277,8431.93424519055,836.5063616730178
1,Deaths,185,Rwanda,3,Both,1,Under 5,345,Malaria,3,Rate,1990,276.48305349117777,610.1431340748536,60.53043090034128
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,345,Malaria,1,Number,1990,0.0,0.0,0.0
1,Deaths,185,Rwanda,3,Both,2,Early Neonatal,345,Malaria,3,Rate,1990,0.0,0.0,0.0
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,345,Malaria,1,Number,1990,269.600331822073,643.3112391226682,55.48652599342163
1,Deaths,185,Rwanda,3,Both,3,Late Neonatal,345,Malaria,3,Rate,1990,1468.538281933517,3504.1766286593916,302.2403088384014
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,345,Malaria,1,Number,1990,1182.8598925787276,2690.9279516582833,259.4591954567212
1,Deaths,185,Rwanda,3,Both,4,Post Neonatal,345,Malaria,3,Rate,1990,422.1765387640383,960.4236780890634,92.6040233299482
1,Deaths,185,Rwanda,3,Both,5,1 to 4,345,Malaria,1,Number,1990,2368.4250675102335,5178.512597687738,509.69844015864953
1,Deaths,185,Rwanda,3,Both,5,1 to 4,345,Malaria,3,Rate,1990,219.87786610938699,480.7584226412258,47.318957613964166
1,Deaths,185,Rwanda,3,Both,22,All Ages,345,Malaria,1,Number,1990,7162.913535853905,14129.380821706003,2525.3760445202156
1,Deaths,185,Rwanda,3,Both,22,All Ages,345,Malaria,3,Rate,1990,98.56941474104507,194.43551723438168,34.75189773873744
1,Deaths,161,Bangladesh,3,Both,1,Under 5,294,All causes,1,Number,1990,560755.4390508084,597854.1161640605,523302.8355431782
1,Deaths,161,Bangladesh,3,Both,1,Under 5,294,All causes,3,Rate,1990,2994.7084472364013,3192.833537062383,2794.693217272425
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,294,All causes,1,Number,1990,153008.66923408347,179758.03167975406,127642.50451960013
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,294,All causes,3,Rate,1990,192918.10051329448,226644.53064821492,160935.64920173585
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,294,All causes,1,Number,1990,91238.65355163191,110147.82551349077,73673.73168210148
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,294,All causes,3,Rate,1990,39536.84196532399,47730.83556835404,31925.358092472965
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,294,All causes,1,Number,1990,150113.33631567095,170586.7388656486,130029.47411609488
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,294,All causes,3,Rate,1990,4178.830119676989,4748.765298841932,3619.73890007648
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,294,All causes,1,Number,1990,166394.77994942234,203544.6264628933,131491.54959794215
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,294,All causes,3,Rate,1990,1122.5778139347212,1373.208233349196,887.1041287678303
1,Deaths,161,Bangladesh,3,Both,22,All Ages,294,All causes,1,Number,1990,1167803.2638849379,1218388.6687853995,1119670.7336076172
1,Deaths,161,Bangladesh,3,Both,22,All Ages,294,All causes,3,Rate,1990,1072.359197976279,1118.8102791694446,1028.1605190026917
1,Deaths,161,Bangladesh,3,Both,1,Under 5,297,Tuberculosis,1,Number,1990,5105.204437601661,6413.612332575989,3954.176850212661
1,Deaths,161,Bangladesh,3,Both,1,Under 5,297,Tuberculosis,3,Rate,1990,27.264289901554037,34.25182832319272,21.11723933564117
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,297,Tuberculosis,1,Number,1990,2871.0277139437694,3570.393884132273,2242.035892785246
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,297,Tuberculosis,3,Rate,1990,79.92319256848829,99.39203183618075,62.41342273857523
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,297,Tuberculosis,1,Number,1990,2234.176723657901,2999.350608578919,1538.0512686156637
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,297,Tuberculosis,3,Rate,1990,15.072811918439232,20.23503652233408,10.376420650737446
1,Deaths,161,Bangladesh,3,Both,22,All Ages,297,Tuberculosis,1,Number,1990,36270.76958171179,41472.52546647991,31926.30987591201
1,Deaths,161,Bangladesh,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1990,33.306374953289335,38.08299353380389,29.316986098309453
1,Deaths,161,Bangladesh,3,Both,1,Under 5,298,HIV/AIDS,1,Number,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,1,Under 5,298,HIV/AIDS,3,Rate,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,298,HIV/AIDS,1,Number,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,298,HIV/AIDS,3,Rate,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,298,HIV/AIDS,1,Number,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,298,HIV/AIDS,3,Rate,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,1,Under 5,302,Diarrheal diseases,1,Number,1990,80147.7340850387,96382.43051604206,63869.52665627034
1,Deaths,161,Bangladesh,3,Both,1,Under 5,302,Diarrheal diseases,3,Rate,1990,428.0281198834249,514.7293431877237,341.0945265591843
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,1990,652.2204680742864,903.3313946820305,439.62868127245497
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,302,Diarrheal diseases,3,Rate,1990,822.3399003901337,1138.9483855288859,554.2975476278066
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,1990,3929.964881682382,5664.441239262875,2471.6613183468894
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,302,Diarrheal diseases,3,Rate,1990,1702.9887488247603,2454.5969211597867,1071.05573275459
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,302,Diarrheal diseases,1,Number,1990,40553.353708026494,51051.61944876105,30799.26676799658
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,302,Diarrheal diseases,3,Rate,1990,1128.9175238411146,1421.166501570184,857.3848719438181
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,302,Diarrheal diseases,1,Number,1990,35012.195027255526,47087.15989513417,24887.716234533164
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,302,Diarrheal diseases,3,Rate,1990,236.20881235997655,317.6722312775773,167.90429419049178
1,Deaths,161,Bangladesh,3,Both,22,All Ages,302,Diarrheal diseases,1,Number,1990,144912.6874273572,184418.99846164702,98956.98161622496
1,Deaths,161,Bangladesh,3,Both,22,All Ages,302,Diarrheal diseases,3,Rate,1990,133.06903488968072,169.34651186366747,90.86926944107591
1,Deaths,161,Bangladesh,3,Both,1,Under 5,345,Malaria,1,Number,1990,4.416161031305448,10.976558140610395,0.7687654334042759
1,Deaths,161,Bangladesh,3,Both,1,Under 5,345,Malaria,3,Rate,1990,0.023584460932189598,0.058620191791468275,0.004105583605673304
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,345,Malaria,1,Number,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,2,Early Neonatal,345,Malaria,3,Rate,1990,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,345,Malaria,1,Number,1990,0.16502458464718375,0.4949053526869695,0.016991920988758985
1,Deaths,161,Bangladesh,3,Both,3,Late Neonatal,345,Malaria,3,Rate,1990,0.07151081991687537,0.21445948570366274,0.007363182912817322
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,345,Malaria,1,Number,1990,2.0931747357827346,6.756006258436186,0.3274305622669708
1,Deaths,161,Bangladesh,3,Both,4,Post Neonatal,345,Malaria,3,Rate,1990,0.05826945057860717,0.1880725799212827,0.009114957599947442
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,345,Malaria,1,Number,1990,2.1579617108755254,6.866314831380579,0.24555944213312297
1,Deaths,161,Bangladesh,3,Both,5,1 to 4,345,Malaria,3,Rate,1990,0.014558629427472563,0.0463234044694293,0.0016566600335937297
1,Deaths,161,Bangladesh,3,Both,22,All Ages,345,Malaria,1,Number,1990,11961.830915951887,20478.120686803417,4306.696738278449
1,Deaths,161,Bangladesh,3,Both,22,All Ages,345,Malaria,3,Rate,1990,10.984195543935298,18.804452560534735,3.954712238792277
1,Deaths,10,Cambodia,3,Both,1,Under 5,294,All causes,1,Number,1990,50308.52773197708,53583.97428044348,46991.53447060429
1,Deaths,10,Cambodia,3,Both,1,Under 5,294,All causes,3,Rate,1990,2616.609854642209,2786.9699526902223,2444.0888597578114
1,Deaths,10,Cambodia,3,Both,2,Early Neonatal,294,All causes,1,Number,1990,11536.329173996495,13210.649115805816,10020.458318684881
1,Deaths,10,Cambodia,3,Both,2,Early Neonatal,294,All causes,3,Rate,1990,135070.46492932382,154673.85605744616,117322.23859912614
1,Deaths,10,Cambodia,3,Both,3,Late Neonatal,294,All causes,1,Number,1990,6142.33658422906,6729.445483564604,5619.367056988917
1,Deaths,10,Cambodia,3,Both,3,Late Neonatal,294,All causes,3,Rate,1990,24495.43099020455,26836.801465462246,22409.846166119503
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,294,All causes,1,Number,1990,19460.640172985542,20945.482985943592,18031.00049270496
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,294,All causes,3,Rate,1990,5022.727598982633,5405.960674076857,4653.742271937024
1,Deaths,10,Cambodia,3,Both,5,1 to 4,294,All causes,1,Number,1990,13169.221800766043,14621.6436073607,11851.147877926418
1,Deaths,10,Cambodia,3,Both,5,1 to 4,294,All causes,3,Rate,1990,877.0169648121138,973.7423889653058,789.2385669162279
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,1,Number,1990,112697.14245838346,118111.41189504054,107293.21442400113
1,Deaths,10,Cambodia,3,Both,22,All Ages,294,All causes,3,Rate,1990,1080.6740469946383,1132.5924926268551,1028.8547670094329
1,Deaths,10,Cambodia,3,Both,1,Under 5,297,Tuberculosis,1,Number,1990,1054.374903560442,1257.019812623057,868.1861573454839
1,Deaths,10,Cambodia,3,Both,1,Under 5,297,Tuberculosis,3,Rate,1990,54.83936595882673,65.37918276426433,45.15545489776284
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,297,Tuberculosis,1,Number,1990,685.6686895731892,817.8358376206119,558.7783479416101
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,297,Tuberculosis,3,Rate,1990,176.96884687576892,211.08075564525157,144.21886458885567
1,Deaths,10,Cambodia,3,Both,5,1 to 4,297,Tuberculosis,1,Number,1990,368.7062139872522,455.9633131897214,279.40628698175664
1,Deaths,10,Cambodia,3,Both,5,1 to 4,297,Tuberculosis,3,Rate,1990,24.55434418149562,30.36531444675517,18.60732983811605
1,Deaths,10,Cambodia,3,Both,22,All Ages,297,Tuberculosis,1,Number,1990,4982.422581264908,5809.790161087557,4157.674866994466
1,Deaths,10,Cambodia,3,Both,22,All Ages,297,Tuberculosis,3,Rate,1990,47.777385098485134,55.71116807944474,39.86872449993139
1,Deaths,10,Cambodia,3,Both,1,Under 5,298,HIV/AIDS,1,Number,1990,3.3287885265999972,5.699190339999999,1.4462480575
1,Deaths,10,Cambodia,3,Both,1,Under 5,298,HIV/AIDS,3,Rate,1990,0.17313448147648988,0.29642206360268714,0.07522118197679423
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,298,HIV/AIDS,1,Number,1990,2.4018195685999997,4.141521177499999,1.0430588049999998
1,Deaths,10,Cambodia,3,Both,4,Post Neonatal,298,HIV/AIDS,3,Rate,1990,0.6199017775237473,1.0689130745491309,0.26921006712348083
1,Deaths,10,Cambodia,3,Both,5,1 to 4,298,HIV/AIDS,1,Number,1990,0.9269689580000002,1.5701595174999998,0.40468918499999995
1,Deaths,10,Cambodia,3,Both,5,1 to 4,298,HIV/AIDS,3,Rate,1990,0.06173238740446441,0.1045662800081778,0.026950664670280074
1,Deaths,10,Cambodia,3,Both,22,All Ages,298,HIV/AIDS,1,Number,1990,8.359810945976058,17.33247640721812,3.4872928949405004
1,Deaths,10,Cambodia,3,Both,22,All Ages,298,HIV/AIDS,3,Rate,1990,0.08016379590488891,0.16620436876067532,0.03344030597069197
1,Deaths,10,Cambodia,3,Both,1,Under 5,302,Diarrheal diseases,1,Number,1990,4565.054282352714,6233.377855030709,3294.0773389498195
1,Deaths,10,Cambodia,3,Both,1,Under 5,302,Diarrheal diseases,3,Rate,1990,237.434219618163,324.20582868328887,171.32910891310115
1,Deaths,10,Cambodia,3,Both,2,Early Neonatal,302,Diarrheal diseases,1,Number,1990,71.89823433415053,116.81768810109267,43.388400242940456
1,Deaths,10,Cambodia,3,Both,2,Early Neonatal,302,Diarrheal diseases,3,Rate,1990,841.8039909090866,1367.73311560398,508.00313556962385
1,Deaths,10,Cambodia,3,Both,3,Late Neonatal,302,Diarrheal diseases,1,Number,1990,297.57334456417027,504.97982213258,169.30699926155324
1,Deaths,10,Cambodia,3,Both,3,Late Neonatal,302,Diarrheal diseases,3,Rate,1990,1186.7124548354418,2013.8424872799376,675.1905988379714
